25,	   0.0632171780
187,	   0.0373801291
189,	   0.0587592572
195,	   0.0504870825
261,	   0.0441769697
407,	   0.0682651997
408,	   0.0676430762
409,	   0.0680111721
508,	   0.0308467075
514,	   0.0247542895
1456,	   0.0228608586
1459,	   0.0259301104
1533,	   0.0313012302
1535,	   0.0341674685
1536,	   0.0510859005
1537,	   0.0457294062
1539,	   0.0344292037
1550,	   0.0426722243
1551,	   0.0547849759
1552,	   0.0667333305
1553,	   0.0628458261
1554,	   0.0287080146
1555,	   0.0272330269
1557,	   0.0549263656
1558,	   0.0399527997
1559,	   0.0384714678
1595,	   0.0272711776
1596,	   0.0269208550
1597,	   0.0360666588
1598,	   0.0505854860
1599,	   0.0640583783
1602,	   0.0359836444
1603,	   0.0303188935
1604,	   0.0354723558
2239,	   0.0338128470
2240,	   0.0510116927
2243,	   0.0448942743
2244,	   0.0595421530
2245,	   0.0424779281
2246,	   0.0524928495
2247,	   0.0662076026
3343,	   0.0620895475
3344,	   0.0550926551
3345,	   0.0530792214
3348,	   0.0544642508
3364,	   0.0327968150
3365,	   0.0278785750
3366,	   0.0285966247
3375,	   0.0533268750
3376,	   0.0587667301
3377,	   0.0304602161
3378,	   0.0503491089
3379,	   0.0701186880
3380,	   0.0437218621
3383,	   0.0487707891
3384,	   0.0477370434
3412,	   0.0306509323
3413,	   0.0290847830
3414,	   0.0253525339
3420,	   0.0294604097
3421,	   0.0463615879
3422,	   0.0327611826
3423,	   0.0604056753
3424,	   0.0544821024
3425,	   0.0416234992
3427,	   0.0310227126
3905,	   0.0397584848
3909,	   0.0449666865
3910,	   0.0385010540
4877,	   0.0429819673
4885,	   0.0426739156
4887,	   0.0457300432
4888,	   0.0728569552
4889,	   0.0651284307
4890,	   0.0654351860
4891,	   0.0570424832
4892,	   0.0730676278
4893,	   0.0715486482
4894,	   0.0658505931
4895,	   0.0655903742
4896,	   0.0643974692
4897,	   0.0631632730
4898,	   0.0650623217
4899,	   0.0708855838
5586,	   0.0390225314
5587,	   0.0324534662
5590,	   0.0139945094
5618,	   0.0333741382
5634,	   0.0422912724
5635,	   0.0333443470
5636,	   0.0097655794
5637,	   0.0309453271
5638,	   0.0374340229
5639,	   0.0224646665
5644,	   0.0203619227
5651,	   0.0194012672
5658,	   0.0265372470
5659,	   0.0353714488
5661,	   0.0194644891
5662,	   0.0041293139
5663,	   0.0242549572
5664,	   0.0091791805
5681,	   0.0451897196
5682,	   0.0287987925
5683,	   0.0296620019
5684,	   0.0262027085
5689,	   0.0199242253
5690,	   0.0248566754
6112,	   0.0106893675
6422,	   0.0308851060
6428,	   0.0334086642
12219,	   0.0216441508
12284,	   0.0308246091
12285,	   0.0325942524
12781,	   0.0453682728
12782,	   0.0270670392
12783,	   0.0497471839
12784,	   0.0417491719
12785,	   0.0475671738
12786,	   0.0343202017
12791,	   0.0526566356
12792,	   0.0317017324
12794,	   0.0455135480
12795,	   0.0422173180
12796,	   0.0441337824
12797,	   0.0425425358
12798,	   0.0330143981
12801,	   0.0506140888
12804,	   0.0480308980
12805,	   0.0277058743
12806,	   0.0408136845
12808,	   0.0425205268
12809,	   0.0316333584
12810,	   0.0444758907
12811,	   0.0440989397
12827,	   0.0369476676
12828,	   0.0403996632
12829,	   0.0303914789
12830,	   0.0335288830
12831,	   0.0396662168
12832,	   0.0214136969
12836,	   0.0270822439
12837,	   0.0375173464
12839,	   0.0267277341
12840,	   0.0274441186
12841,	   0.0286950357
12842,	   0.0373610444
12918,	   0.0618560053
12920,	   0.0583134629
12921,	   0.0586487390
12922,	   0.0678481683
12923,	   0.0433337390
12924,	   0.0682049766
12925,	   0.0674782097
12930,	   0.0433547907
12931,	   0.0603792034
12933,	   0.0728128552
12934,	   0.0565229245
12935,	   0.0590542257
12939,	   0.0302470960
12940,	   0.0380709767
12941,	   0.0372397974
12943,	   0.0116204973
12944,	   0.0427354649
12945,	   0.0383027270
12946,	   0.0474226475
12947,	   0.0335850567
12948,	   0.0401493646
12949,	   0.0283698738
12950,	   0.0255207997
12951,	   0.0346538909
12959,	   0.0230482277
12960,	   0.0381533876
12963,	   0.0387191661
12964,	   0.0307994168
12966,	   0.0337036103
12967,	   0.0452255681
12969,	   0.0166881774
12970,	   0.0282341652
12971,	   0.0458357185
12973,	   0.0443168990
12974,	   0.0394467860
12975,	   0.0312799215
12976,	   0.0063982997
12977,	   0.0231231228
12978,	   0.0250048563
12979,	   0.0056956140
12987,	   0.0220506322
12988,	   0.0363080166
12989,	   0.0368878022
12990,	   0.0251007397
12991,	   0.0419532061
12992,	   0.0320043638
12993,	   0.0212066174
12994,	   0.0286318287
12995,	   0.0339301899
12996,	   0.0424696356
12997,	   0.0369770005
12998,	   0.0262357797
12999,	   0.0181665439
13000,	   0.0503543988
13001,	   0.0557385758
13002,	   0.0087183192
13003,	   0.0357474200
13004,	   0.0297039654
